"","year","month","avg_temp","max_temp","min_temp","preciptation","snow_inch","snow_mm"
"286",2019,"5",NA,57.9677419354839,32.741935483871,0.0493548387096774,NA,NA
"287",2019,"6",NA,72.9666666666667,40.1333333333333,0.00133333333333333,NA,NA
"288",2019,"7",NA,78.8387096774194,42.5483870967742,0,NA,NA
"289",2019,"8",NA,80.7096774193548,42.6129032258064,0,NA,NA
"290",2019,"9",NA,68.9,36.1666666666667,0.01,NA,NA
"291",2019,"10",NA,60.4838709677419,23.4516129032258,0,NA,NA
"292",2019,"11",NA,53.2333333333333,20.1,0.021,NA,NA
"293",2019,"12",NA,41.8064516129032,22.5806451612903,0.141935483870968,NA,NA
"294",2020,"1",NA,44.0645161290323,22.0967741935484,0.0261290322580645,NA,NA
"295",2020,"2",NA,49.8620689655172,21.0344827586207,0.00241379310344828,NA,NA
"296",2020,"3",NA,43.4838709677419,21.5483870967742,0.0725806451612903,NA,NA
"297",2020,"4",NA,56.0333333333333,29.0333333333333,0.0486666666666667,NA,NA
"298",2020,"5",NA,64.1290322580645,33.6774193548387,0.0354838709677419,NA,NA
"299",2020,"6",NA,72.0666666666667,37.6666666666667,0.006,NA,NA
"300",2020,"7",NA,82.1290322580645,41.5161290322581,0.0067741935483871,NA,NA
"301",2020,"8",NA,84.3548387096774,45.3548387096774,0.001,NA,NA
"302",2020,"9",NA,77.9333333333333,37.5666666666667,0,NA,NA
"303",2020,"10",NA,69.8387096774194,27.9032258064516,0,NA,NA
"304",2020,"11",NA,50.3333333333333,20.5666666666667,0.0793333333333333,NA,NA
"305",2020,"12",NA,45.7096774193548,17.0645161290323,0.0490322580645161,NA,NA
"306",2021,"1",NA,43.4516129032258,20.258064516129,0.0532258064516129,NA,NA
"307",2021,"2",NA,44.1071428571429,17.8928571428571,0.0482142857142857,NA,NA
"308",2021,"3",NA,46.4193548387097,22.1935483870968,0.0367741935483871,NA,NA
"309",2021,"4",NA,58.6,27.1666666666667,0.0286666666666667,NA,NA
"310",2021,"5",NA,65.6774193548387,31.6129032258065,0.0187096774193548,NA,NA
"311",2021,"6",NA,79.3793103448276,42.1379310344828,0,NA,NA
"312",2021,"7",NA,85.2903225806452,48.6129032258064,0.00870967741935484,NA,NA
"313",2021,"8",NA,80.5483870967742,41.7741935483871,0,NA,NA
"314",2021,"9",NA,75.3,36.9,0.00333333333333333,NA,NA
"315",2021,"10",NA,56.4516129032258,30.4838709677419,0.259032258064516,NA,NA
"316",2021,"11",NA,54.5,26.7,0.0253333333333333,NA,NA
"317",2021,"12",NA,40.0967741935484,16.0967741935484,0.22,NA,NA
"318",2022,"1",NA,44.1290322580645,13.4193548387097,0.00193548387096774,0,0
"319",2022,"2",NA,44.6071428571429,14.3928571428571,0.0139285714285714,0,0
"320",2022,"3",NA,51.741935483871,25.3548387096774,0.00935483870967742,0,0
"321",2022,"4",NA,53.2666666666667,27.3,0.055,0,0
"322",2022,"5",NA,61.8666666666667,31.4666666666667,0.0133333333333333,0,0
"323",2022,"6",NA,73.7142857142857,39.3333333333333,0.0103846153846154,0,0
"324",2022,"7",NA,83.4333333333333,45.5483870967742,0,0,0
"325",2022,"8",NA,82.9354838709677,45.0322580645161,0.01,0,0
